[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | WARNING] 404 GET /notebooks/Week%201%20lectures/Week%201%20exrecises%20from%20lectures.ipynb (1.178.250.47): No such file or directory: Week 1 lectures/Week 1 exrecises from lectures.ipynb
[NotebookApp | WARNING] 404 GET /notebooks/Week%201%20lectures/Week%201%20exrecises%20from%20lectures.ipynb (1.178.250.47) 3.40ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%201%20lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.98ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201%20lectures/Week%201%20exrecises%20from%20lectures.ipynb
[NotebookApp | WARNING] 404 GET /api/contents/Week%201%20lectures/Week%201%20exrecises%20from%20lectures.ipynb?type=notebook&_=1666690621380 (1.178.250.47): No such file or directory: Week 1 lectures/Week 1 exrecises from lectures.ipynb
[NotebookApp | WARNING] No such file or directory: Week 1 lectures/Week 1 exrecises from lectures.ipynb
[NotebookApp | WARNING] 404 GET /api/contents/Week%201%20lectures/Week%201%20exrecises%20from%20lectures.ipynb?type=notebook&_=1666690621380 (1.178.250.47) 0.86ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201%20lectures/Week%201%20exrecises%20from%20lectures.ipynb
[NotebookApp | INFO] Starting buffering for ff4f5abc-87ef-42a1-948b-7965499b5c3b:52d087fb40854d4188532423d19ac93d
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Starting buffering for 88622544-91b4-4413-9af5-7e7239040094:7eca1edfc7844eb28b0a7ebb302e537a
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Starting buffering for 81368825-aad3-4676-ade7-347329e10c5c:d5ff69a863b440e385d85ba198fbc994
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 81368825-aad3-4676-ade7-347329e10c5c) to 5.3 (client).
[NotebookApp | INFO] Restoring connection for 81368825-aad3-4676-ade7-347329e10c5c:d5ff69a863b440e385d85ba198fbc994
[NotebookApp | INFO] Starting buffering for 81368825-aad3-4676-ade7-347329e10c5c:d5ff69a863b440e385d85ba198fbc994
[NotebookApp | INFO] 302 GET / (10.0.0.98) 0.51ms
[NotebookApp | INFO] 302 GET / (10.0.0.53) 0.48ms
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.28ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.14ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 81368825-aad3-4676-ade7-347329e10c5c) to 5.3 (client).
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 5 kernels
[NotebookApp | INFO] Kernel shutdown: 176c4020-ae04-4ad8-ac91-36e7b9db10a2
[NotebookApp | INFO] Kernel shutdown: 386a37ef-cd21-491f-b0ac-9f520f0247f9
[NotebookApp | INFO] Kernel shutdown: ff4f5abc-87ef-42a1-948b-7965499b5c3b
[NotebookApp | INFO] Kernel shutdown: 88622544-91b4-4413-9af5-7e7239040094
[NotebookApp | INFO] Kernel shutdown: 81368825-aad3-4676-ade7-347329e10c5c
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://be91e71bf920:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.101) 0.57ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 6.32ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.40ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb is not trusted
[NotebookApp | INFO] Kernel started: af196b0d-f956-4b17-8039-dbdd34db8c19
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel af196b0d-f956-4b17-8039-dbdd34db8c19) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb is not trusted
[NotebookApp | INFO] Starting buffering for af196b0d-f956-4b17-8039-dbdd34db8c19:fb830479a5404429981e10eb86012e07
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.30ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.23ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 2/Week 2 Lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.24ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.16ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: b3e99f8b-1858-4b22-bd8e-4f023f3369f5
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel b3e99f8b-1858-4b22-bd8e-4f023f3369f5) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.34ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.25ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.13ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel af196b0d-f956-4b17-8039-dbdd34db8c19) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for af196b0d-f956-4b17-8039-dbdd34db8c19:fedacd8ad397435c8f049096b6f4d4f9
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | INFO] Starting buffering for b3e99f8b-1858-4b22-bd8e-4f023f3369f5:d22199e65f6b45db81bb495da89572da
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.79ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 2/Week 2 Lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.84ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.20ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: ab0d1bf4-9483-4c84-aa9d-85c927a6553b
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel ab0d1bf4-9483-4c84-aa9d-85c927a6553b) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.35ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.06ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201/Week%201%20lectures/Numpy%20library.ipynb
[NotebookApp | WARNING] Notebook Week 1/Week 1 lectures/Numpy library.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 3498b612-bb11-4523-b6a1-052fc3d4ef04
[NotebookApp | INFO] Saving file at /Week 1/Week 1 lectures/Numpy library.ipynb
[NotebookApp | WARNING] Notebook Week 1/Week 1 lectures/Numpy library.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 3498b612-bb11-4523-b6a1-052fc3d4ef04) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Starting buffering for 3498b612-bb11-4523-b6a1-052fc3d4ef04:a1b74ad08bb34dd08c0dec91fb10c19a
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.55ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Starting buffering for ab0d1bf4-9483-4c84-aa9d-85c927a6553b:531bcb2a5d4b4e06898579910ac08e7b
[NotebookApp | INFO] Kernel restarted: ab0d1bf4-9483-4c84-aa9d-85c927a6553b
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel ab0d1bf4-9483-4c84-aa9d-85c927a6553b) to 5.3 (client).
[NotebookApp | INFO] Restoring connection for ab0d1bf4-9483-4c84-aa9d-85c927a6553b:531bcb2a5d4b4e06898579910ac08e7b
[NotebookApp | INFO] Replaying 5 buffered messages
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.36ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201/Week%201%20lectures/Numpy%20library.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.14ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201/Week%201%20lectures/Numpy%20library.ipynb
[NotebookApp | WARNING] Notebook Week 1/Week 1 lectures/Numpy library.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 3498b612-bb11-4523-b6a1-052fc3d4ef04) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 1/Week 1 lectures/Numpy library.ipynb
[NotebookApp | WARNING] Notebook Week 1/Week 1 lectures/Numpy library.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Starting buffering for ab0d1bf4-9483-4c84-aa9d-85c927a6553b:531bcb2a5d4b4e06898579910ac08e7b
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.10ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Kernel shutdown: ab0d1bf4-9483-4c84-aa9d-85c927a6553b
[NotebookApp | WARNING] delete /Week 2/Week 2 Lectures/Datarame indexing and loading.ipynb
[NotebookApp | INFO] Starting buffering for 3498b612-bb11-4523-b6a1-052fc3d4ef04:a7a41b7edcf44141a7420f73630d471f
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 3 kernels
[NotebookApp | INFO] Kernel shutdown: af196b0d-f956-4b17-8039-dbdd34db8c19
[NotebookApp | INFO] Kernel shutdown: b3e99f8b-1858-4b22-bd8e-4f023f3369f5
[NotebookApp | INFO] Kernel shutdown: 3498b612-bb11-4523-b6a1-052fc3d4ef04
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://e57548b8f894:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.24) 0.62ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.70ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47): No such directory: /Week%202/Week%202%20Lectures
[NotebookApp | WARNING] No such directory: /Week%%202/Week%%202%%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47) 5.19ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | INFO] 302 GET / (10.0.0.40) 0.47ms
[NotebookApp | INFO] 302 GET / (10.0.0.101) 0.48ms
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.28ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47): No such directory: /Week%202/Week%202%20Lectures
[NotebookApp | WARNING] No such directory: /Week%%202/Week%%202%%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | INFO] Creating new notebook in /Week 2/Week 2 Lectures
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.77ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.13ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: e713207e-a0aa-4ef9-8c65-95972d7ed3ec
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel e713207e-a0aa-4ef9-8c65-95972d7ed3ec) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Starting buffering for e713207e-a0aa-4ef9-8c65-95972d7ed3ec:11dc6d687b2b4639812e605a72b1c123
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.08ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 2/Week 2 Lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.02ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.23ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: ba8562c6-bbed-43b3-a5cb-fd658c17535c
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel ba8562c6-bbed-43b3-a5cb-fd658c17535c) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Starting buffering for ba8562c6-bbed-43b3-a5cb-fd658c17535c:11bbfd58589843c18b12ba1cad2b87bb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.06ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.99ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Kernel started: f9d81bb0-bc80-4dc2-a065-ee7326b90c46
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel f9d81bb0-bc80-4dc2-a065-ee7326b90c46) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for f9d81bb0-bc80-4dc2-a065-ee7326b90c46:bb5d181d9023441489c3f9659f3598e2
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.24ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.22ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47): No such directory: /Week%202/Week%202%20Lectures
[NotebookApp | WARNING] No such directory: /Week%%202/Week%%202%%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47) 1.22ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | INFO] 302 GET / (10.0.0.40) 0.69ms
[NotebookApp | INFO] 302 GET / (10.0.0.101) 0.64ms
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.46ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47): No such directory: /Week%202/Week%202%20Lectures
[NotebookApp | WARNING] No such directory: /Week%%202/Week%%202%%20Lectures
[NotebookApp | WARNING] 404 POST /api/contents/Week%25202/Week%25202%2520Lectures (1.178.250.47) 1.63ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%202/Week%202%20Lectures
[NotebookApp | INFO] Creating new notebook in /Week 2/Week 2 Lectures
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.05ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.14ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: 079b5c2e-3160-4c7a-8c0c-05bbbd8a9d65
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 079b5c2e-3160-4c7a-8c0c-05bbbd8a9d65) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Starting buffering for 079b5c2e-3160-4c7a-8c0c-05bbbd8a9d65:2f329db2ee014136b10c45b45e778965
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new directory in /Week 2
[NotebookApp | INFO] Creating new notebook in /Week 2/Week 2 Quiz
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.04ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Quiz/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: e993d45f-8d73-41c3-9173-af9f03565027
